,loss,auc,acc,val_loss,val_auc,val_acc
0,0.7000171542167664,0.5387211441993713,0.5612903237342834,0.7060139179229736,0.5298686027526855,0.517241358757019
1,0.6980584263801575,0.5234495997428894,0.5290322303771973,0.6698336005210876,0.6266427040100098,0.5344827771186829
2,0.6988199353218079,0.4918125569820404,0.5118279457092285,0.7307908535003662,0.5071684122085571,0.5344827771186829
3,0.7046502232551575,0.44915062189102173,0.5161290168762207,0.6926954984664917,0.5513739585876465,0.5344827771186829
4,0.6901317834854126,0.528465986251831,0.5268816947937012,0.7307944297790527,0.5227000713348389,0.517241358757019
5,0.6978771090507507,0.4992675185203552,0.5182795524597168,0.7102310657501221,0.5931899547576904,0.4655172526836395
6,0.7008564472198486,0.47837698459625244,0.49462366104125977,0.6962857842445374,0.4826762080192566,0.4655172526836395
7,0.6990829110145569,0.4551220238208771,0.49677419662475586,0.6892095804214478,0.5328554511070251,0.5344827771186829
8,0.6930593252182007,0.4952433109283447,0.5311827659606934,0.6821078658103943,0.6182795763015747,0.5862069129943848
9,0.6937183737754822,0.49550294876098633,0.47741934657096863,0.6987166404724121,0.5698924660682678,0.5344827771186829
10,0.6962004899978638,0.4893275797367096,0.5053763389587402,0.6948313117027283,0.4725209176540375,0.5344827771186829
11,0.7006979584693909,0.46990206837654114,0.5182795524597168,0.6786307692527771,0.6565113067626953,0.5344827771186829
12,0.6974937915802002,0.4718214273452759,0.49892473220825195,0.6909681558609009,0.5782556533813477,0.5344827771186829
13,0.6972838640213013,0.4602496027946472,0.47311827540397644,0.7014442086219788,0.45519712567329407,0.517241358757019
14,0.6943022608757019,0.4799996018409729,0.5118279457092285,0.6937095522880554,0.5800477266311646,0.5344827771186829
15,0.6960608959197998,0.46397703886032104,0.4795698821544647,0.6908591985702515,0.5292711853981018,0.5344827771186829
16,0.6947296261787415,0.46805691719055176,0.5247311592102051,0.6930109858512878,0.5394264459609985,0.5344827771186829
17,0.6949520707130432,0.4793041944503784,0.5247311592102051,0.6887161135673523,0.5286738276481628,0.5344827771186829
18,0.6934800148010254,0.4757343530654907,0.5204300880432129,0.6899101138114929,0.5268816947937012,0.5344827771186829
19,0.6957760453224182,0.4615291655063629,0.49462366104125977,0.6935615539550781,0.4324970245361328,0.5344827771186829
20,0.6940380334854126,0.4888639748096466,0.49247312545776367,0.6910524964332581,0.497013121843338,0.5344827771186829
21,0.6942605972290039,0.47336989641189575,0.5161290168762207,0.6910704374313354,0.5465949773788452,0.5344827771186829
